Population % Change,2010 Population,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Land Area (Square Miles),Population per Square Mile,No Preference,Uncommitted,Ben Carson,Bernie Sanders,Carly Fiorina,Chris Christie,Donald Trump,Hillary Clinton,Jeb Bush,John Kasich,Marco Rubio,Martin OMalley,Mike Huckabee,Rand Paul,Rick Santorum,Ted Cruz
-3,8997,1,762,25.1,33694,26.5,622,0,0,0,0,0,136792,14660,0,617.84,14.6,0,0,45,306,0,0,232,647,0,11,128,0,0,0,0,246
-5.1,8330,0.8,838,37.7,30038,23.5,1027,0,0,0,0,0,13268,1596,1,820.9,10.1,0,0,146,211,0,0,1073,192,0,83,789,0,0,0,0,593
-5,26120,1,2039,22.7,32015,23.1,2153,13.6,0,0,0,0,185662,7135,3,732.78,35.6,0,0,156,525,0,0,1006,2095,0,61,662,0,0,0,0,789
-1.9,10445,0.8,1002,34.8,42455,15.6,636,0,0,0,0,0,32763,3162,1,551.4,18.9,0,0,69,428,0,0,522,648,0,30,238,0,0,0,0,544
-8.4,21757,0.6,1271,18.3,26737,33.5,1791,26.7,0,0,33.4,0,229411,10468,34,695.66,31.3,0,0,28,656,0,0,363,2696,0,11,113,0,0,0,0,110
-2.4,11291,3.7,862,24.1,32206,24.8,964,0,0,0,15.1,0,52793,4876,0,600.62,18.8,0,0,108,171,0,0,511,367,0,30,327,0,0,0,0,501
-1.4,24583,1.3,1835,23.5,32089,28.1,1682,0,0,0,20.3,172016,193122,7762,9,758.39,32.4,0,0,155,228,0,0,1036,717,0,69,473,0,0,0,0,901
-2.1,20662,2.8,2163,20.3,32835,23.1,1931,0,0,0,22.6,303468,176896,8785,2,857.68,24.1,0,0,311,272,0,0,1895,349,0,155,1040,0,0,0,0,1043
2.3,61754,3.5,4459,19.5,40453,19.3,5192,0,0,1.8,21.3,1436684,919267,15530,53,812.55,76,0,0,624,1169,0,0,3073,1680,0,282,2331,0,0,0,0,3005
-4.7,8715,0.3,824,24.4,34855,21.2,572,0,0,0,9.3,0,39496,4481,11,647.96,13.4,0,0,44,385,0,0,326,558,0,11,230,0,0,0,0,466
2.6,382748,5.2,31984,19.8,46013,17.2,35392,14.1,2,2.1,26.7,5969537,6163074,16435,1142,759.76,503.8,0,0,2020,10461,0,0,11840,34862,0,2534,16282,0,0,0,0,12848
-2.2,17969,0.6,1405,29.2,34418,21.8,1427,0,0,0,14.2,148093,137421,7618,11,652.19,27.6,0,0,112,356,0,0,735,662,0,61,380,0,0,0,0,655
-4.8,28258,2.4,1905,20.6,30873,28.4,2007,33.3,0,1.4,38.8,0,353772,13206,0,634.77,44.5,0,0,68,354,0,0,598,1912,0,19,236,0,0,0,0,494
8,107118,2.2,10509,25.6,55348,8.6,9517,1.7,1.5,0,23.9,366948,1157723,12137,326,723.6,148,0,0,1046,2008,0,0,6934,4358,0,723,6119,0,0,0,0,7507
-4.8,11233,4.8,961,23,37448,20,776,0,0,0,0,203046,48651,4308,42,892.32,12.6,0,0,93,151,0,0,715,306,0,50,283,0,0,0,0,484
-3.2,8195,0.8,745,29.4,30779,26.1,728,0,0,0,19.8,0,59109,7339,0,666.1,12.3,0,0,148,164,0,0,939,221,0,65,332,0,0,0,0,852
0.8,125744,9.5,10175,17.7,40471,21.2,10763,2.5,3.4,2.2,0,5676530,1825534,14995,414,531.91,236.4,0,0,990,2226,0,0,6030,3694,0,1002,4473,0,0,0,0,5686
2.2,17058,16.9,1055,21.4,35153,24.4,908,0,0,3.6,25.3,0,160591,9806,8,565.13,30.2,0,0,141,167,0,0,593,342,0,36,253,0,0,0,0,495
-2.1,17264,1.4,2092,27.9,30861,23.9,0,0,0,0,0,0,155959,8792,8,604.44,28.6,0,0,235,294,0,0,1241,608,0,90,579,0,0,0,0,722
0.8,12394,0.8,1342,21.1,29832,25.5,1918,0,0,0,17.8,0,108393,9100,8,606.41,20.4,0,0,194,421,0,0,993,547,0,62,430,0,0,0,0,780
-3.4,41639,2.1,3090,18.2,37435,21.5,3612,10.5,0.7,0,27.4,3901892,526384,12261,87,1039.21,40.1,0,0,187,1669,0,0,1188,2548,0,87,662,0,0,0,0,1138
-2.6,17295,1.6,1901,28.7,32517,24.5,1819,0,0,0,0,0,152073,9238,3,708.14,24.4,0,0,164,436,0,0,1198,770,0,107,674,0,0,0,0,958
8.7,203065,11.6,12056,20.6,41248,20.7,17653,0,1.2,4.4,22.4,3497554,2723279,13987,1131,941.97,215.6,0,0,1541,8507,0,0,7968,9110,0,1291,8730,0,0,0,0,8890
2,77076,2.5,6022,22.8,42487,17.5,7525,1,0,0.7,17.2,1168164,803511,10907,116,1035.08,74.5,0,0,979,818,0,0,4074,2024,0,292,2877,0,0,0,0,4395
-4.9,7260,0.7,581,19.3,28259,24.3,391,0,0,0,24.6,0,64736,8451,0,586.79,12.4,0,0,20,292,0,0,130,862,0,5,46,0,0,0,0,85
-1.1,22185,12.7,1426,20.4,35535,22.7,1297,0,0,0,24.3,449599,109292,5001,1,929.98,23.9,0,0,136,432,0,0,911,723,0,47,496,0,0,0,0,784
6.7,1510271,30.8,63738,28.8,72112,12.5,140342,6.8,24.4,8.9,32.2,25236865,17909054,12359,3438,739.02,2043.6,0,0,0,91324,0,0,19951,107102,0,5108,0,0,0,0,0,3208
-5,1175,3.8,177,23.7,58636,16.6,122,0,0,0,0,0,0,0,3,738.33,1.6,0,0,0,129,0,0,122,110,0,18,0,0,0,0,0,7
-3.5,38091,5.7,4631,30,53684,12.6,3491,0,0,0,23,142958,1800754,46797,22,594.58,64.1,0,0,0,1753,0,0,3605,1949,0,366,0,0,0,0,0,285
1.9,220000,7.5,18453,20.3,43752,20.4,17307,1.2,2.7,0,30.9,987397,2400652,11025,550,1636.46,134.4,0,0,0,14271,0,0,15695,9681,0,1441,0,0,0,0,0,1458
-2.1,45578,4.2,5216,35.5,55295,10.9,5365,0,0,0,24.7,0,292762,6249,70,1020.01,44.7,0,0,0,2392,0,0,4902,2630,0,418,0,0,0,0,0,392
0,21419,23.3,1126,21.2,52158,12.5,1234,0,0,0,25.9,288416,208543,9884,58,1150.73,18.6,0,0,0,584,0,0,1342,653,0,108,0,0,0,0,0,109
5.9,1049025,23.5,57474,33.3,78756,10.5,95688,4.1,14.8,10.9,31.2,32021431,11763753,11641,2001,715.94,1465.2,0,0,0,46909,0,0,28612,69809,0,6936,0,0,0,0,0,3476
-4.9,28610,6.5,2770,14.2,37909,21.8,1604,0,0,0,28,0,206291,7176,9,1006.37,28.4,0,0,0,1323,0,0,1536,1015,0,118,0,0,0,0,0,174
1.1,181058,8.7,16792,28.8,69297,9,21265,0,2.4,6.5,26.9,662228,1619711,9216,190,1707.88,106,0,0,0,9497,0,0,17651,10367,0,2095,0,0,0,0,0,1583
3.8,930450,21.9,42944,22.1,45563,26,58745,3.9,11.3,21.4,29.4,7827264,9808267,11022,1892,5957.99,156.2,0,0,0,21672,0,0,37672,32895,0,3893,0,0,0,0,0,5150
-0.6,28122,17.2,1514,21.8,43023,18.8,1903,0,0,16.6,26.1,278276,203958,7320,30,1313.95,21.4,0,0,0,644,0,0,1699,649,0,140,0,0,0,0,0,172
0.1,134623,5.7,10437,17.5,41426,20.4,14689,0,0,0,26.9,877020,1726357,13428,234,3567.99,37.7,0,0,0,13245,0,0,4613,6036,0,599,0,0,0,0,0,699
2.6,174528,32.3,6405,20.8,41807,23.3,10129,2.6,0,52.2,28.8,1207866,1727258,10771,246,4176.6,41.8,0,0,0,2731,0,0,2222,5743,0,217,0,0,0,0,0,436
-0.7,18546,10.4,1720,14.8,44796,12.8,1709,0,0,0,0,0,241967,13876,7,10180.88,1.8,0,0,0,957,0,0,1414,756,0,160,0,0,0,0,0,124
4.2,839631,20.6,44753,23.6,48552,22.9,53051,4.4,0,24,31.4,9456205,7876043,10037,2297,8131.92,103.3,0,0,0,13475,0,0,33838,19104,0,2931,0,0,0,0,0,4917
-1.8,152982,20.1,10609,21.4,48133,21,6194,0,6.8,27.1,35,2107702,1035901,7017,434,1389.42,110.1,0,0,0,2548,0,0,7046,3921,0,459,0,0,0,0,0,866
-0.7,64665,8.6,6777,27.5,36548,25,4961,0.9,0,0,31.6,0,557902,8630,45,1256.46,51.5,0,0,0,2704,0,0,2261,2408,0,259,0,0,0,0,0,209
-9,34895,7,3119,19.4,53107,16.9,1829,0,0,0,20.3,0,260422,7440,6,4541.18,7.7,0,0,0,770,0,0,2508,690,0,138,0,0,0,0,0,222
3,9818605,35.1,331642,29.3,55909,17.8,1046940,5.7,17.5,21.6,30.2,153343705,119111840,12236,17659,4057.88,2419.6,0,0,0,434656,0,0,179130,590502,0,33559,0,0,0,0,0,30775
2.4,150865,21.5,8266,25.5,45625,22.8,9543,0,5.1,23.7,26.3,1452945,1010216,6956,214,2137.07,70.6,0,0,0,3626,0,0,8247,4831,0,700,0,0,0,0,0,1074
3.3,252409,19,15439,28.6,90839,7.7,42712,0.9,0,0,33.9,397211,4589300,18648,390,520.31,485.1,0,0,0,19848,0,0,6409,27238,0,2318,0,0,0,0,0,596
-3.1,18251,4.7,2153,32,49820,16.1,1437,0,0,0,0,0,84507,4705,24,1448.82,12.6,0,0,0,1050,0,0,1940,963,0,195,0,0,0,0,0,259
0,87841,12.5,6798,18.6,43469,20,11015,0.3,0,0,27.6,773447,1259064,14716,109,3506.34,25.1,0,0,0,4654,0,0,1769,2690,0,221,0,0,0,0,0,165
4.1,255793,25.6,11102,26.3,42591,25.4,12639,2.6,9.1,24.8,30.2,3954248,2001290,8233,169,1934.97,132.2,0,0,0,5190,0,0,6712,7169,0,571,0,0,0,0,0,849
-6.8,9686,7.1,996,16.9,36212,21,893,0,0,0,0,0,53025,5827,8,3917.77,2.5,0,0,0,280,0,0,1019,240,0,51,0,0,0,0,0,89
-1.4,14202,17,850,16.2,61757,8.5,2137,0,0,0,21.3,0,154316,12032,29,3048.98,4.7,0,0,0,917,0,0,830,755,0,147,0,0,0,0,0,85
3.9,415057,29.9,21572,22.5,59168,17,31711,2.4,7.5,21.8,32.5,2227640,4541144,11293,361,3280.6,126.5,0,0,0,12894,0,0,8079,17126,0,1912,0,0,0,0,0,956
3.8,136484,22.4,9410,23.6,70443,10.1,12794,0,5.4,10.3,31.1,4529328,1665005,12619,147,748.36,182.4,0,0,0,4781,0,0,4000,7370,0,820,0,0,0,0,0,386
0.1,98764,6,10085,24.6,57353,12,14492,0,0,0,28.7,664601,1077159,11111,290,957.77,103.1,0,0,0,8472,0,0,7628,5591,0,889,0,0,0,0,0,548
4.5,3010232,30.4,131229,26.3,75422,12.4,329380,1.3,19.2,12.4,28.4,49131942,45022513,15221,9291,790.57,3807.7,0,0,0,100836,0,0,146888,123723,0,21285,0,0,0,0,0,16844
6.7,348432,10.6,29780,26.9,72725,8.7,36890,1.2,6.6,5.3,28.3,3023419,6180067,18622,1990,1407.01,247.6,0,0,0,12787,0,0,25700,17299,0,3364,0,0,0,0,0,2212
-7,20007,5.1,2276,22.9,45794,15.2,2277,0,0,0,23,130591,175272,8506,32,2553.04,7.8,0,0,0,1476,0,0,2588,1209,0,261,0,0,0,0,0,193
6.4,2189641,21.9,135139,32,56529,16.2,163248,5.2,8,24,30.4,13623526,24146447,11745,6761,7206.48,303.8,0,0,0,47988,0,0,82814,73724,0,7502,0,0,0,0,0,7232
4.5,1418788,19.9,94398,25.7,55064,17.6,108950,6.4,14.9,8.5,32.1,7282833,15599967,11357,1761,964.64,1470.8,0,0,0,50567,0,0,43099,68248,0,7206,0,0,0,0,0,5052
5.4,55269,20.1,2715,30.2,66237,11.9,3652,0,0,0,30.3,630311,352941,6475,105,1388.71,39.8,0,0,0,1439,0,0,1455,2022,0,191,0,0,0,0,0,184
3.8,2035210,21.1,104576,29.9,54090,18.7,151888,7.9,11.5,27.7,30.6,18907342,21717402,10897,3405,20056.94,101.5,0,0,0,51770,0,0,69186,71246,0,5883,0,0,0,0,0,8165
5.4,3095313,23.4,234211,24.4,62962,14.4,291124,2.9,10,15.2,29.9,27541073,38710620,13009,6875,4206.63,735.8,0,0,0,111898,0,0,124255,139813,0,16572,0,0,0,0,0,12275
5.9,805235,35.6,29478,30.5,75604,13.5,105030,2.7,24,6.6,30.1,2077457,12399960,15516,2711,46.87,17179.1,0,0,0,67191,0,0,7244,85070,0,2963,0,0,0,0,0,1084
4.4,685306,23.1,35277,29.4,53380,18.2,41137,5.7,16.2,17.4,31,8272476,7109680,10687,1265,1391.32,492.6,0,0,0,16329,0,0,22042,25118,0,2325,0,0,0,0,0,2633
3.5,269637,10.4,21244,21.1,58697,14.3,29920,0,3.6,7.9,27.7,2548202,3548407,13559,983,3298.57,81.7,0,0,0,16147,0,0,19313,16833,0,2980,0,0,0,0,0,2129
5.6,718451,34,32332,25.7,88202,7.6,74604,1.6,18.6,11.7,29.9,17918237,10198837,14625,1461,448.41,1602.2,0,0,0,30003,0,0,12984,47358,0,3867,0,0,0,0,0,1499
3.9,423895,23.4,26102,19.4,62779,16,39834,0,5.9,13.9,28.3,3174119,4983368,12443,755,2735.09,155,0,0,0,22976,0,0,18167,23543,0,3071,0,0,0,0,0,2002
6.3,1781642,37.1,66749,25,91702,10.2,156084,0,28.5,10.8,29.7,45088754,26491464,15367,9932,1290.1,1381,0,0,0,70468,0,0,35568,109963,0,10894,0,0,0,0,0,6012
3.6,262382,18.3,12471,25.4,66519,14.6,29122,0,4.8,0,34.2,1502419,3725362,14894,291,445.17,589.4,0,0,0,25171,0,0,5883,20105,0,1639,0,0,0,0,0,721
1.5,177223,5.2,17765,20.1,44651,17.5,0,0,0,0,0,662910,2526411,14088,242,3775.4,46.9,0,0,0,6140,0,0,14822,5875,0,1120,0,0,0,0,0,1566
-7.3,3240,7.1,440,27.5,39009,19.4,0,0,0,0,0,0,0,0,4,953.21,3.4,0,0,0,275,0,0,497,213,0,33,0,0,0,0,0,32
-2.8,44900,5.4,4744,18.8,37709,21,4549,0,0,5.2,29.3,257841,403309,9120,19,6277.89,7.2,0,0,0,2301,0,0,3573,1585,0,266,0,0,0,0,0,296
4.3,413344,20.1,34948,28.9,67177,13,27428,8.9,15.5,11.3,30.9,8377320,4827955,11892,646,821.77,503,0,0,0,23630,0,0,17548,31753,0,2266,0,0,0,0,0,1949
3.4,483878,16.6,33151,25.3,63356,11.9,52458,0,0,7.8,30.4,5841879,6427191,13929,663,1575.85,307.1,0,0,0,42715,0,0,16602,44923,0,4425,0,0,0,0,0,2034
3.4,514453,20.5,25311,26.6,49297,20.3,31324,2.6,8.6,16.2,30,9475984,5661922,11180,454,1494.83,344.2,0,0,0,12086,0,0,15390,15309,0,1557,0,0,0,0,0,2201
1.2,94737,22.7,6740,27.4,50408,16.7,6625,0,0,0,28.2,494893,1065391,11644,79,602.41,157.3,0,0,0,1894,0,0,4697,2370,0,356,0,0,0,0,0,416
-0.6,63463,8.9,5608,23.3,41924,19.7,4272,0,0,0,32,556745,735399,12103,78,2949.71,21.5,0,0,0,1544,0,0,3940,1487,0,226,0,0,0,0,0,340
-4.5,13786,3.4,1648,18.3,36890,19.2,1481,0,0,0,0,0,69188,4966,30,3179.25,4.3,0,0,0,953,0,0,1026,585,0,110,0,0,0,0,0,106
3.6,442179,22.8,18289,21.3,42708,26.2,24881,1.4,0,26.1,27.2,5015960,3900853,9373,1092,4824.22,91.7,0,0,0,5755,0,0,15334,8375,0,1259,0,0,0,0,0,1577
-2.8,55365,4.8,5375,25.1,48426,14.5,5706,0,0,0,0,222524,582426,10460,55,2220.88,24.9,0,0,0,2623,0,0,4949,2851,0,426,0,0,0,0,0,440
2.8,823318,22.8,47834,24.6,76544,11.1,80179,1.3,7,15,28.8,8769037,11083611,14036,1314,1843.13,446.7,0,0,0,38523,0,0,38493,45848,0,6499,0,0,0,0,0,4787
3.4,200849,21.7,10321,21.6,55918,19.1,14782,0,10.5,11.2,29.9,1853300,1765735,9106,218,1014.69,197.9,0,0,0,11532,0,0,5110,12567,0,1089,0,0,0,0,0,557
2.5,72155,12.3,6420,29.5,44902,21.6,4111,0,0,11,41.6,169975,423597,5908,201,631.84,114.2,0,0,0,1730,0,0,3210,1572,0,198,0,0,0,0,0,318
8.8,441603,14.9,27662,28.4,56270,14.2,32777,1.6,3.8,14,29.8,6161531,4848908,11556,1115,1167.65,378.2,0,0,0,3279,0,0,0,2060,0,0,0,0,0,0,0,0
4.7,15445,6.7,1121,15,34520,26.5,1341,0,0,19.4,25.4,0,262997,17193,52,722.64,21.4,0,0,0,167,0,0,0,90,0,0,0,0,0,0,0,0
8.2,572003,14.9,42954,26.9,60651,12.1,61951,4.1,5.2,6.2,28.4,2042979,9931962,18277,1897,798.1,716.7,0,0,0,6086,0,0,0,5320,0,0,0,0,0,0,0,0
1.3,12084,3.3,1162,19.6,48933,9.7,2521,0,0,0,17.4,0,142696,11435,75,1350.18,8.9,0,0,0,156,0,0,0,83,0,0,0,0,0,0,0,0
-3.8,3788,2.8,330,12.6,38829,15.2,0,0,0,0,0,0,32910,8570,0,2554.97,1.5,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0
-13.4,6499,5.9,614,17.7,37340,19.1,331,0,0,0,0,0,16419,2838,0,1512.86,4.3,0,0,0,24,0,0,0,26,0,0,0,0,0,0,0,0
6.4,294567,10.9,15432,22.7,67956,14.2,42506,0.5,2.4,3.5,30.2,3855872,4039254,13660,1371,726.29,405.6,0,0,0,11142,0,0,0,6354,0,0,0,0,0,0,0,0
11.2,55889,8.6,3824,26.2,77998,7.1,6284,1.3,3.9,2,0,2255472,1139808,21240,820,33.03,1691.9,0,0,0,1010,0,0,0,563,0,0,0,0,0,0,0,0
3.1,17809,3.5,2264,14.9,46504,8,3369,0,0,4,27.8,0,252573,14982,105,1013.4,17.6,0,0,0,404,0,0,0,210,0,0,0,0,0,0,0,0
1.9,1836,8.5,137,13,51641,7.2,304,0,0,0,0,0,12958,7276,1,1778.28,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
1.1,9088,4,903,32.6,67259,10.2,1193,0,0,0,0,0,73119,8185,11,395.23,23,0,0,0,199,0,0,0,159,0,0,0,0,0,0,0,0
0.1,8256,3.1,502,24.3,34526,19.4,893,0,0,0,0,0,33081,4132,13,1287.39,6.4,0,0,0,50,0,0,0,73,0,0,0,0,0,0,0,0
1.2,3524,10.3,445,20.1,29145,22.2,370,0,0,0,0,0,5702,1726,30,1226.95,2.9,0,0,0,23,0,0,0,64,0,0,0,0,0,0,0,0
-8,5823,5.7,453,24.1,31477,29.1,0,0,0,0,0,0,15707,2427,7,787.42,7.4,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0
2.5,4255,2.1,790,34.7,32427,14.6,0,0,0,0,0,0,58746,14820,43,738.63,5.8,0,0,0,45,0,0,0,34,0,0,0,0,0,0,0,0
-3.5,30952,4.5,3493,24.8,42078,15.5,4029,0,0,0,0,141382,312871,10353,47,1142.05,27.1,0,0,0,417,0,0,0,177,0,0,0,0,0,0,0,0
10.6,600158,15.8,34001,24.6,50313,19.1,67500,4.3,3.7,8.7,30.2,5189894,6835351,11810,5958,153,3922.6,0,0,0,14624,0,0,0,12097,0,0,0,0,0,0,0,0
-4.2,2064,1.1,169,23,37750,14.9,349,0,0,0,0,0,15039,7961,1,1067.05,1.9,0,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0
10.2,285465,6.4,19635,27.7,101591,3.9,32992,0,2.4,3.1,27.7,1950842,3765450,13846,3230,840.25,339.7,0,0,0,2347,0,0,0,2342,0,0,0,0,0,0,0,0
1.4,52197,19.2,1763,20,74456,10.9,9437,0,0,3.6,26.3,0,928788,18367,256,1684.53,31,0,0,0,623,0,0,0,344,0,0,0,0,0,0,0,0
4.8,23086,4.1,2328,41.3,82118,6.5,3269,0,0,0,26.2,0,80718,3558,116,1850.85,12.5,0,0,0,144,0,0,0,89,0,0,0,0,0,0,0,0
6.6,622263,7.2,81330,21.7,57125,12.4,57475,2.5,3,4.9,31.4,0,7950151,13578,3533,2126.8,292.6,0,0,0,4954,0,0,0,3109,0,0,0,0,0,0,0,0
-0.7,46824,4,5491,23.3,39943,17.6,4110,0,0,0,26.2,168772,352422,7444,55,1533.07,30.5,0,0,0,268,0,0,0,193,0,0,0,0,0,0,0,0
1.9,56389,15,3465,27.5,57022,11.9,8595,0,0,5.7,25.1,0,1184677,22367,83,2947.56,19.1,0,0,0,734,0,0,0,439,0,0,0,0,0,0,0,0
7.5,5441,2.6,722,32,63885,10.8,723,0,0,0,0,0,3225,636,13,149.9,36.3,0,0,0,173,0,0,0,74,0,0,0,0,0,0,0,0
-2,14843,4.7,1467,18.8,64664,11.1,2624,0,0,0,22.5,0,193138,14227,137,1846.33,8,0,0,0,187,0,0,0,94,0,0,0,0,0,0,0,0
2.6,15324,4.3,1031,13.4,52332,17.7,3300,0,0,0,21.3,0,211576,14116,58,3239.1,4.7,0,0,0,481,0,0,0,141,0,0,0,0,0,0,0,0
-6.8,843,1.7,111,8.2,56667,5.1,326,0,0,0,0,0,7808,9362,6,1117.25,0.8,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0
-3.7,6711,4.8,832,22.9,33298,20.6,938,0,0,0,0,0,55321,7180,13,1591,4.2,0,0,0,150,0,0,0,93,0,0,0,0,0,0,0,0
0.1,1394,3,145,18.9,43606,8.9,127,0,0,0,0,0,19370,14149,0,1613.72,0.9,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0
4.5,534543,6.2,42215,26.2,68984,8.6,62249,0.6,2.7,5.2,30.2,6566636,7282158,13782,2519,764.21,699.5,0,0,0,8281,0,0,0,5478,0,0,0,0,0,0,0,0
0.3,1398,2.7,83,17.2,40813,17.4,0,0,0,0,0,0,8036,6158,0,1767.77,0.8,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
-2.4,8270,9,799,12.5,44157,13.8,834,0,0,0,39.3,0,84356,10717,2,2160.82,3.8,0,0,0,16,0,0,0,11,0,0,0,0,0,0,0,0
0.6,7310,15,516,29.3,44610,14.3,796,0,0,0,26.6,0,51369,6540,0,376.91,19.4,0,0,0,165,0,0,0,53,0,0,0,0,0,0,0,0
5.2,51334,3.5,3963,20.5,58080,11.4,8231,0,0,0,25.9,0,790433,15914,278,1692.08,30.3,0,0,0,1466,0,0,0,819,0,0,0,0,0,0,0,0
8.2,299630,5.4,22809,22.6,58626,14.1,34660,0.4,1.8,3.6,29.7,3226757,3922871,13672,2498,2596,115.4,0,0,0,6664,0,0,0,3231,0,0,0,0,0,0,0,0
-9.4,15507,3.2,1221,21.2,42261,17.8,1558,0,0,13,25.9,0,164359,10393,5,4772.67,3.2,0,0,0,106,0,0,0,80,0,0,0,0,0,0,0,0
0.7,5467,5.4,486,18.3,41910,13.7,626,0,0,0,29.4,0,134696,25671,2,2577.63,2.1,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,0
-0.8,22709,5.7,1999,17.1,40415,17.6,1396,0,0,2.9,21.9,0,281292,13454,19,1838.55,12.4,0,0,0,70,0,0,0,77,0,0,0,0,0,0,0,0
1,146723,4.1,13870,21.2,49471,14.7,16079,0,0,4,26.7,539590,2389507,17279,504,3328.97,44.1,0,0,0,1095,0,0,0,791,0,0,0,0,0,0,0,0
-2,712,1.1,111,14.6,47083,6.4,510,0,0,0,0,0,6008,6239,6,875.67,0.8,0,0,0,25,0,0,0,16,0,0,0,0,0,0,0,0
-6.3,13795,5.6,1193,21.8,53231,11.5,0,0,0,0,0,0,213043,15717,9,4743.29,2.9,0,0,0,28,0,0,0,21,0,0,0,0,0,0,0,0
0.9,25535,2.3,2319,22.6,43188,19.3,3068,0,0,0,31.4,0,301379,12003,15,2029.53,12.6,0,0,0,412,0,0,0,198,0,0,0,0,0,0,0,0
-1,41276,7.3,3280,20.3,45718,16,5538,0,0,5.1,29.7,218197,610875,15484,89,2240.7,18.4,0,0,0,258,0,0,0,210,0,0,0,0,0,0,0,0
0.6,28159,12.6,1638,16.5,43774,13.3,2137,0,0,7.9,24.1,0,232820,8450,20,1280.43,22,0,0,0,87,0,0,0,70,0,0,0,0,0,0,0,0
-1.8,18831,4.1,1615,17.5,33848,25.2,1586,0,0,12.1,37.3,0,171450,9166,2,1261.96,14.9,0,0,0,94,0,0,0,78,0,0,0,0,0,0,0,0
4.4,4436,2.9,551,22.8,64601,5.6,1117,0,0,0,26.5,0,26977,6131,33,541.59,8.2,0,0,0,156,0,0,0,86,0,0,0,0,0,0,0,0
0.9,16206,3.4,1992,44.2,61570,9.1,2313,0,0,0,28,0,55409,3266,88,2193.85,7.4,0,0,0,231,0,0,0,118,0,0,0,0,0,0,0,0
-1.8,4442,12.2,343,13.9,43011,19.9,324,0,0,0,27.5,0,45616,10207,9,687.93,6.5,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0
2.8,17148,12.2,950,17,72745,10.1,5100,0,0,2.9,26.5,0,399540,26461,98,970.7,17.7,0,0,0,421,0,0,0,349,0,0,0,0,0,0,0,0
-4.1,12551,12.5,1010,14.4,34391,23.3,1328,0,0,0,13.2,0,146970,11300,1,1638.4,7.7,0,0,0,18,0,0,0,40,0,0,0,0,0,0,0,0
1.8,159063,4,15351,20.4,41777,19.1,10232,0.6,1.7,17.1,29.1,1705822,1864599,12080,157,2386.1,66.7,0,0,0,1140,0,0,0,1260,0,0,0,0,0,0,0,0
0.6,6666,6.8,556,19.6,60128,14.9,825,0,0,0,30.7,0,54732,8831,10,3220.93,2.1,0,0,0,18,0,0,0,8,0,0,0,0,0,0,0,0
-3.1,11982,7,1000,19,38993,19.2,1791,0,0,16.1,24.6,0,110165,9480,12,911.96,13.1,0,0,0,59,0,0,0,47,0,0,0,0,0,0,0,0
1.5,23509,3.5,1171,17.3,62002,9.1,4913,0,0,0,20.3,0,421473,18866,132,2362.03,10,0,0,0,406,0,0,0,230,0,0,0,0,0,0,0,0
1.4,6108,11,521,19,34600,24.7,501,0,0,0,0,0,20857,3039,32,3168.53,1.9,0,0,0,219,0,0,0,47,0,0,0,0,0,0,0,0
3,699,3.2,60,11.9,39583,17.1,0,0,0,0,0,0,6624,11540,0,387.49,1.8,0,0,0,27,0,0,0,11,0,0,0,0,0,0,0,0
6.5,7359,8.4,396,19.3,63594,10.6,2294,0,0,3.1,23.3,0,97815,13114,36,1286.61,5.7,0,0,0,329,0,0,0,89,0,0,0,0,0,0,0,0
-1.3,2379,3.2,230,18.9,40221,18.9,282,0,0,0,0,0,33331,14305,1,548.04,4.3,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0
5,27994,11.9,1417,16.8,63697,13.7,5751,0,0,0,27.5,0,641013,24434,207,608.36,46,0,0,0,419,0,0,0,276,0,0,0,0,0,0,0,0
0.2,23350,2.4,3349,31.7,59040,7,3429,0,0,0,31,0,169017,7771,140,557.06,41.9,0,0,0,219,0,0,0,126,0,0,0,0,0,0,0,0
-0.7,4814,2.5,433,20.6,44683,13.1,265,0,0,0,0,0,23053,5015,5,2518.03,1.9,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0
9.8,252825,8.5,16805,26.2,57180,14.7,23024,0.6,1.5,0,25.4,4193672,2246115,9272,2708,3987.24,63.4,0,0,0,1647,0,0,0,1043,0,0,0,0,0,0,0,0
1.6,10043,10.9,630,14.7,44308,8.2,1031,0,0,0,0,0,106085,11074,3,2364.41,4.2,0,0,0,33,0,0,0,45,0,0,0,0,0,0,0,0
5.9,162310,5.3,18340,25.8,55149,12.9,11242,10.4,3.8,2.5,26.2,2361835,2589237,17024,998,586.18,276.9,0,0,0,4980,0,0,8294,7338,0,1669,0,0,0,0,0,2324
